,Label
2019-07-01,18358.0
2019-07-02,18355.0
2019-07-03,18476.0
2019-07-04,18192.0
2019-07-05,18148.0
2019-07-08,18297.0
2019-07-09,18163.5
2019-07-10,17845.0
2019-07-11,17960.0
2019-07-12,17890.0
2019-07-15,17811.0
2019-07-16,17776.0
2019-07-17,17885.0
2019-07-18,17665.0
2019-07-19,17935.0
2019-07-22,17852.0
2019-07-23,17655.0
2019-07-24,17605.0
2019-07-25,17450.0
2019-07-26,17315.0
2019-07-29,17320.0
2019-07-30,16971.0
2019-07-31,16907.0
2019-08-01,17020.0
2019-08-02,16780.0
2019-08-05,16880.0
2019-08-06,16950.0
2019-08-07,16870.0
2019-08-08,17150.0
2019-08-09,17184.0
2019-08-12,17188.5
2019-08-13,16599.25
2019-08-14,16480.0
2019-08-15,16480.0
2019-08-16,16222.0
2019-08-19,16200.0
2019-08-20,15906.0
2019-08-21,15773.0
2019-08-22,15760.0
2019-08-23,15798.0
2019-08-27,16350.0
2019-08-28,16812.0
2019-08-29,16705.0
2019-08-30,17185.0
2019-09-02,17458.0
2019-09-03,17417.0
2019-09-04,17329.0
2019-09-05,17430.0
2019-09-06,17791.0
2019-09-09,17139.0
2019-09-10,16470.0
2019-09-11,17158.0
2019-09-12,16859.0
2019-09-13,16670.0
2019-09-16,16484.0
2019-09-17,16726.0
2019-09-18,16524.0
2019-09-19,16483.0
2019-09-20,16515.0
2019-09-23,16270.0
2019-09-24,16108.0
2019-09-25,15910.0
2019-09-26,16228.0
2019-09-27,16535.0
2019-09-30,16452.0
2019-10-01,16448.0
2019-10-02,16307.0
2019-10-03,16382.0
2019-10-04,16416.5
2019-10-07,16425.0
2019-10-08,16491.0
2019-10-09,16493.0
2019-10-10,16645.0
2019-10-11,16841.0
2019-10-14,17109.0
2019-10-15,16917.0
2019-10-16,16732.0
2019-10-17,16806.0
2019-10-18,16507.0
2019-10-21,16740.0
2019-10-22,16639.0
2019-10-23,16689.5
2019-10-24,16825.0
2019-10-25,16760.0
2019-10-28,16490.0
2019-10-29,16485.0
2019-10-30,16398.0
2019-10-31,16429.5
2019-11-01,16540.0
2019-11-04,16556.0
2019-11-05,16686.0
2019-11-06,16561.0
2019-11-07,16329.0
2019-11-08,15991.0
2019-11-11,16190.0
2019-11-12,16073.5
2019-11-13,16034.0
2019-11-14,15965.0
2019-11-15,16005.0
2019-11-18,16376.0
2019-11-19,16328.0
2019-11-20,16458.0
2019-11-21,16320.0
2019-11-22,16396.0
2019-11-25,16420.0
2019-11-26,16504.0
2019-11-27,16516.0
2019-11-28,16771.0
2019-11-29,16772.0
2019-12-02,16835.0
2019-12-03,17110.0
2019-12-04,17170.0
2019-12-05,17440.0
2019-12-06,17318.0
2019-12-09,17273.0
2019-12-10,17242.0
2019-12-11,17218.0
2019-12-12,17365.0
2019-12-13,17305.0
2019-12-16,17385.0
2019-12-17,17345.0
2019-12-18,17298.0
2019-12-19,17127.0
2019-12-20,17130.0
2019-12-23,17023.0
2019-12-24,17178.0
2019-12-27,17189.0
2019-12-30,16801.0
2019-12-31,16854.0
