,Label
2020-01-02,13859.0
2020-01-03,13967.5
2020-01-06,14008.0
2020-01-07,14116.0
2020-01-08,14007.5
2020-01-09,13781.0
2020-01-10,14240.0
2020-01-13,13700.0
2020-01-14,13836.0
2020-01-15,13940.5
2020-01-16,13584.0
2020-01-17,13559.5
2020-01-20,13274.5
2020-01-21,12872.0
2020-01-22,12533.5
2020-01-23,12465.0
2020-01-24,12466.5
2020-01-27,12545.0
2020-01-28,12771.5
2020-01-29,12640.0
2020-01-30,12748.5
2020-01-31,13079.5
2020-02-03,12977.0
2020-02-04,12687.0
2020-02-05,12799.5
2020-02-06,13026.5
2020-02-07,13014.5
2020-02-10,13203.5
2020-02-11,12932.0
2020-02-12,13023.5
2020-02-13,12729.0
2020-02-14,12739.0
2020-02-17,12581.0
2020-02-18,12445.0
2020-02-19,12342.5
2020-02-20,12372.0
2020-02-21,12477.5
2020-02-24,12306.5
2020-02-25,12187.0
2020-02-26,12632.0
2020-02-27,12496.0
2020-02-28,12620.0
2020-03-02,12836.0
2020-03-03,12791.0
2020-03-04,12602.5
2020-03-05,12634.0
2020-03-06,12372.5
2020-03-09,11777.0
2020-03-10,12271.0
2020-03-11,11875.5
2020-03-12,11708.0
2020-03-13,11318.5
2020-03-16,11174.0
2020-03-17,11155.0
2020-03-18,10806.0
2020-03-19,11187.5
2020-03-20,11217.5
2020-03-23,11146.5
2020-03-24,11298.0
2020-03-25,11280.0
2020-03-26,11434.5
2020-03-27,11210.0
2020-03-30,11264.0
2020-03-31,11180.69
2020-04-01,11231.5
2020-04-02,11403.25
2020-04-03,11433.5
2020-04-06,11599.5
2020-04-07,11810.75
2020-04-08,11697.5
2020-04-09,11695.5
2020-04-14,11977.0
2020-04-15,12447.25
2020-04-16,12128.0
2020-04-17,11943.0
2020-04-20,12105.5
2020-04-21,12180.0
2020-04-22,12176.25
2020-04-23,12226.5
2020-04-24,12246.25
2020-04-27,12124.25
2020-04-28,11887.0
2020-04-29,11741.0
2020-04-30,11928.5
2020-05-01,12235.0
2020-05-04,12261.5
2020-05-05,12289.5
2020-05-06,12262.5
2020-05-07,12189.75
2020-05-11,12006.0
2020-05-12,11784.5
2020-05-13,12179.25
2020-05-14,12387.0
2020-05-15,12603.0
2020-05-18,12712.0
2020-05-19,12185.5
2020-05-20,12275.0
2020-05-21,12046.5
2020-05-22,12179.25
2020-05-26,12259.75
2020-05-27,12557.5
2020-05-28,12787.5
2020-05-29,12798.5
2020-06-01,12704.0
2020-06-02,12920.25
2020-06-03,12986.5
2020-06-04,12837.75
2020-06-05,12933.75
2020-06-08,12584.6
2020-06-09,12597.75
2020-06-10,12673.25
2020-06-11,12964.0
2020-06-12,12812.0
2020-06-15,12836.75
2020-06-16,12709.0
2020-06-17,12584.75
2020-06-18,12665.5
2020-06-19,12492.5
2020-06-22,12394.5
2020-06-23,12641.5
2020-06-24,12758.0
2020-06-25,12757.5
2020-06-26,12791.0
2020-06-29,12892.0
2020-06-30,12943.0
