,Label
2015-01-02,2173.0
2015-01-05,2163.0
2015-01-06,2122.5
2015-01-07,2148.25
2015-01-08,2145.5
2015-01-09,2127.5
2015-01-12,2070.5
2015-01-13,2024.0
2015-01-14,2054.25
2015-01-15,2091.75
2015-01-16,2074.0
2015-01-19,2095.0
2015-01-20,2135.0
2015-01-21,2135.25
2015-01-22,2085.25
2015-01-23,2126.0
2015-01-26,2097.75
2015-01-27,2108.75
2015-01-28,2082.25
2015-01-29,2119.75
2015-01-30,2124.0
2015-02-02,2148.25
2015-02-03,2131.0
2015-02-04,2135.75
2015-02-05,2152.5
2015-02-06,2149.5
2015-02-09,2102.25
2015-02-10,2105.5
2015-02-11,2135.75
2015-02-12,2140.75
2015-02-13,2138.75
2015-02-16,2089.5
2015-02-17,2072.75
2015-02-18,2061.75
2015-02-19,2031.0
2015-02-20,2030.75
2015-02-23,2060.5
2015-02-24,2042.25
2015-02-25,2054.5
2015-02-26,2048.25
2015-02-27,2038.5
2015-03-02,2008.75
2015-03-03,2009.0
2015-03-04,1999.25
2015-03-05,2000.5
2015-03-06,2021.75
2015-03-09,2000.5
2015-03-10,1979.0
2015-03-11,1993.0
2015-03-12,2000.5
2015-03-13,1991.25
2015-03-16,2001.75
2015-03-17,1977.25
2015-03-18,2010.25
2015-03-19,2053.75
2015-03-20,2077.25
2015-03-23,2076.75
2015-03-24,2070.75
2015-03-25,2079.0
2015-03-26,2072.25
2015-03-27,2099.0
2015-03-30,2072.0
2015-03-31,2094.0
2015-04-01,2121.25
2015-04-02,2145.0
2015-04-07,2151.75
2015-04-08,2171.5
2015-04-09,2202.5
2015-04-10,2199.5
2015-04-13,2183.5
2015-04-14,2191.5
2015-04-15,2222.0
2015-04-16,2206.25
2015-04-17,2170.75
2015-04-20,2201.25
2015-04-21,2232.25
2015-04-22,2219.5
2015-04-23,2244.5
2015-04-24,2303.5
2015-04-27,2306.0
2015-04-28,2321.0
2015-04-29,2367.0
2015-04-30,2364.0
2015-05-01,2433.5
2015-05-05,2381.5
2015-05-06,2385.0
2015-05-07,2361.75
2015-05-08,2312.0
2015-05-11,2366.5
2015-05-12,2347.0
2015-05-13,2311.25
2015-05-14,2289.5
2015-05-15,2280.75
2015-05-18,2222.0
2015-05-19,2189.5
2015-05-20,2181.0
2015-05-21,2168.5
2015-05-22,2168.0
2015-05-26,2182.25
2015-05-27,2228.25
2015-05-28,2182.0
2015-05-29,2147.5
2015-06-01,2150.25
2015-06-02,2161.75
2015-06-03,2131.25
2015-06-04,2117.75
2015-06-05,2128.25
2015-06-08,2148.75
2015-06-09,2124.0
2015-06-10,2107.75
2015-06-11,2112.5
2015-06-12,2092.25
2015-06-15,2077.0
2015-06-16,2062.25
2015-06-17,2051.75
2015-06-18,2031.25
2015-06-19,2020.0
2015-06-22,2043.0
2015-06-23,2034.25
2015-06-24,2027.25
2015-06-25,2025.0
2015-06-26,2016.5
2015-06-29,1995.75
2015-06-30,2041.0
2015-07-01,2015.5
